"pid","meta_class","meta_town_code","meta_nbhd","meta_certified_est_bldg","meta_certified_est_land","meta_cdu","meta_deed_type","char_hd_sf","char_age","char_apts","char_ext_wall","char_roof_cnst","char_rooms","char_beds","char_bsmt","char_bsmt_fin","char_heat","char_oheat","char_air","char_frpl","char_attic_type","char_fbath","char_hbath","char_tp_plan","char_tp_dsgn","char_cnst_qlty","char_site","char_gar1_size","char_gar1_cnst","char_gar1_att","char_gar1_area","char_ot_impr","char_bldg_sf","char_repair_cnd","char_use","char_type_resd","char_attic_fnsh","char_renovation","char_porch","geo_property_city","geo_property_zip","geo_tract_pop","geo_white_perc","geo_black_perc","geo_asian_perc","geo_his_perc","geo_other_perc","geo_fips","geo_municipality","geo_ohare_noise","geo_floodplain","geo_fs_flood_factor","geo_fs_flood_risk_direction","geo_withinmr100","geo_withinmr101300","geo_school_elem_district","geo_school_hs_district","econ_tax_rate","econ_midincome","ind_large_home","ind_arms_length","predicted_sale_price"
8170,"203","31","31060",132410,15550,"Unknown","O",3275,117,2,"1","1",7,4,1,3,"1",5,2,0,1,1,1,2,2,2,2,3,1,2,2,0,1524,2,"1",5,1,1,1,"MAYWOOD","60153",2520,0.0214285714285714,0.723412698412698,0,0.238095238095238,0.0341269841269841,"47774","Maywood",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 89","PROVISO TOWNSHIP HIGH SCHOOL 209",21.667,31500,"FALSE","TRUE",94691.7697959184
8171,"203","72","72121",40010,20310,"Unknown","W",3125,60,2,"2","1",4,2,1,3,"1",5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1040,2,"1",1,3,1,1,"CHICAGO","60636",1666,0.0168067226890756,0.914765906362545,0,0.0684273709483793,0,"14000","Chicago",0,0,1,0,"Outside","Outside","O'TOOLE","GAGE PARK HS",6.934,28125,"FALSE","TRUE",59373.4102962183
8172,"295","29","29090",188530,42320,"AV","T",3135,49,2,"3","1",7,4,3,3,"1",5,1,1,3,1,1,2,2,2,2,3,3,1,2,0,1702,2,"1",1,3,1,1,"ROLLING MEADOWS","60008",2817,0.730919417820376,0.0475683351082712,0.108981185658502,0.0667376641817536,0.0915867944621938,"65338","Rolling Meadows",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  15","PALATINE TOWNSHIP HIGH SCHOOL  211",10.37,110833,"FALSE","TRUE",279791.9
8173,"206","23","23150",538880,85930,"Unknown","W",6875,80,2,"3","1",8,4,1,3,"1",5,2,1,3,2,1,2,2,2,2,1,2,1,1,0,2233,2,"1",2,3,1,1,"WILMETTE","60091",4880,0.875204918032787,0.000204918032786885,0.0717213114754098,0.0182377049180328,0.0692622950819672,"82075","Wilmette",0,0,1,0,"Outside","Outside","SCH DISTRICT 39","NEW TRIER TOWNSHIP HIGH SCHOOL  203",7.823,162328,"FALSE","TRUE",722987.134453781
8174,"203","36","36060",134080,29480,"Unknown","W",6207,47,2,"2","1",6,3,1,3,"1",5,1,0,3,1,0,2,2,2,2,3,1,2,2,0,1504,2,"1",1,3,1,1,"BURBANK","60459",4270,0.661826697892272,0.019672131147541,0.0105386416861827,0.275644028103045,0.0629976580796253,"9642","Burbank",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  111","COMMUNITY HIGH SCHOOL  220",12.287,63388,"FALSE","TRUE",182849.530045964
8175,"234","70","70260",40910,20000,"Unknown","W",5000,54,2,"3","1",6,3,3,1,"1",5,2,0,3,1,0,2,2,2,2,7,1,2,2,0,987,2,"1",4,3,1,1,"CHICAGO","60827",3207,0.0333645151231681,0.963205487995011,0,0.00342999688182101,0,"14000","Chicago",0,0,6,0,"Outside","Outside","ALDRIDGE","FENGER HS",6.908,13585,"FALSE","TRUE",41702.2095238095
8176,"205","27","27050",298380,37800,"Unknown","W",3780,104,2,"4","1",6,3,1,3,"2",5,1,0,2,1,1,2,2,2,2,3,1,2,2,0,1232,2,"1",2,3,1,1,"OAK PARK","60304",4579,0.752129285870277,0.112033195020747,0.0384363398121861,0.0670452063769382,0.060711945839703,"54885","Oak Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  97","CONSOLIDATED HIGH SCHOOL  200",13.157,111607,"FALSE","TRUE",370322.765079365
8177,"211","73","73070",354250,161200,"Unknown","O",3100,122,2,"1","1",9,4,1,2,"1",5,2,0,1,3,0,2,2,2,2,3,1,2,2,0,1837,2,"2",5,1,1,1,"CHICAGO","60618",1718,0.619324796274738,0.0209545983701979,0.0576251455180442,0.269499417927823,0.0628637951105937,"14000","Chicago",0,0,4,1,"Outside","Outside","AUDUBON","LAKE VIEW HS",6.89,109130,"FALSE","TRUE",626685.706190476
8178,"204","29","29031",350970,78510,"AV","T",44867,66,2,"1","1",11,5,2,3,"1",5,1,0,3,2,1,2,2,2,2,4,1,2,2,0,2872,2,"1",1,3,1,1,"INVERNESS","60067",4955,0.630272452068618,0.0211907164480323,0.2343087790111,0.0688193743693239,0.0908173562058527,"37608","Inverness",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  15","PALATINE TOWNSHIP HIGH SCHOOL  211",9.512,116563,"FALSE","TRUE",495263.156682028
8179,"203","31","31141",19390,40200,"Unknown","W",6700,70,2,"3","1",5,3,3,1,"1",5,1,0,2,1,1,2,2,2,2,1,2,1,2,0,1142,2,"1",1,3,1,1,"LA GRANGE PARK","60526",4852,0.729802143446002,0.064921681780709,0.0243198680956307,0.176422093981863,0.00906842539159109,"40793","La Grange Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 95","RIVERSIDE BROOKFIELD HIGH SCHOOL 208",12.076,86331,"FALSE","TRUE",214641.652121212
8180,"278","19","19040",454540,110800,"Unknown","W",40293,19,2,"2","1",14,4,3,1,"1",5,1,1,3,4,1,2,1,2,2,8,2,1,2,0,3578,2,"1",2,3,1,1,"LEMONT","60439",5640,0.90886524822695,0.0290780141843972,0.0212765957446809,0.0407801418439716,0,"19642","Unknown",0,0,6,1,"Outside","Outside","COMBINED SCHOOL DISTRICT C.C. NO. 113A","LEMONT TOWNSHIP HIGH SCHOOL  210",7.395,71250,"FALSE","TRUE",619085.40952381
8181,"211","72","72121",46900,19890,"Unknown","W",3060,112,2,"2","1",10,6,1,3,"1",5,2,0,1,2,0,2,2,2,2,3,2,2,2,0,2078,2,"2",5,1,1,1,"CHICAGO","60636",2343,0.011096884336321,0.756295347844644,0,0.186513017498933,0.0921895006402049,"14000","Chicago",0,0,1,0,"Outside","Outside","RANDOLPH","HARPER HS",6.87331719128329,26822,"FALSE","TRUE",58431.2044217687
8182,"295","28","28100",222660,35550,"Unknown","W",3232,25,2,"3","1",7,3,3,3,"1",5,1,1,3,2,1,2,1,2,2,3,2,1,1,0,1952,2,"1",2,3,1,1,"ORLAND PARK","60467",8884,0.861548851868528,0.0126069338135975,0.0455875731652409,0.0557181449797389,0.0490769923457902,"56640","Orland Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  135","CONSOLIDATED HIGH SCHOOL  230",9.413,105942,"FALSE","TRUE",266391.718181818
8183,"205","71","71200",185660,85120,"Unknown","T",6810,81,2,"2","5",8,4,3,1,"1",5,1,1,2,1,1,2,2,2,2,3,1,2,2,0,1752,2,"1",2,1,1,1,"CHICAGO","60707",7452,0.357890499194847,0.31682769726248,0.0307300053676865,0.257783145464305,0.0709876543209877,"14000","Chicago",0,0,1,0,"Outside","Outside","SAYRE","STEINMETZ COLLEGE PREP HS",6.894,90058,"FALSE","TRUE",298824.123917749
8184,"202","13","13320",29910,18000,"Unknown","T",9000,61,2,"3","1",5,3,4,3,"1",5,2,0,2,1,0,2,2,2,2,7,1,2,2,0,975,2,"1",1,3,1,1,"MARKHAM","60428",5406,0.0891601923788383,0.732519422863485,0.0159082500924898,0.150573436921939,0.0236773954864965,"47007","Markham",0,0,1,0,"Outside","Inside","SCHOOL DISTRICT  144","COMMUNITY HIGH SCHOOL  228",25.301,42417,"FALSE","TRUE",56893.9097994429
8185,"234","13","13341",147390,66920,"Unknown","W",10296,34,2,"3","1",7,3,3,1,"1",5,2,1,3,2,0,2,2,2,2,3,2,1,2,0,1368,2,"1",4,3,1,1,"OAK FOREST","60452",7035,0.833546552949538,0.0686567164179104,0.0208955223880597,0.0769012082444918,0,"54638","Oak Forest",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  146","COMMUNITY HIGH SCHOOL  228",15.61,66027,"FALSE","TRUE",249923.378095238
8186,"203","31","31080",147630,31110,"Unknown","W",6550,65,2,"3","1",5,3,1,3,"1",2,1,0,1,1,1,2,2,2,2,7,1,2,2,0,1000,2,"1",1,3,1,1,"BERKELEY","60163",5327,0.311244602966022,0.281772104373944,0.0321006194856392,0.358550779050122,0.0245917026468932,"5404","Berkeley",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 87","PROVISO TOWNSHIP HIGH SCHOOL 209",14.535,60857,"FALSE","TRUE",195579.594823492
8187,"205","37","37130",45010,13560,"Unknown","W",4520,69,2,"2","1",5,3,1,3,"1",5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1152,2,"1",2,3,1,1,"HAZEL CREST","60429",2876,0.122739916550765,0.728094575799722,0.00556328233657858,0.132127955493741,0.0201668984700973,"33695","Hazel Crest",0,0,4,1,"Outside","Outside","SCHOOL DISTRICT  152 1/2","THORNTON TOWNSHIP HIGH SCHOOL  205",26.819,36657,"FALSE","TRUE",40130.1139016897
8188,"278","28","28036",246850,46200,"AV","W",8400,49,2,"3","1",8,4,3,1,"1",5,2,1,3,2,0,2,2,2,2,3,3,1,2,0,2228,2,"1",2,3,1,1,"ORLAND PARK","60462",6677,0.860116818930658,0.0253107683091209,0.00748839299086416,0.100793769657032,0.0125805002246518,"56640","Orland Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  135","CONSOLIDATED HIGH SCHOOL  230",9.413,73825,"FALSE","TRUE",308505.299778516
8189,"203","17","17080",296530,60000,"Unknown","W",3750,106,2,"4","1",6,3,1,1,"2",5,2,0,2,2,1,2,2,2,2,7,1,2,2,0,1183,2,"1",1,3,1,1,"EVANSTON","60202",4675,0.629304812834225,0.155080213903743,0.0583957219251337,0.0994652406417112,0.0945454545454545,"24582","Evanston",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  65","EVANSTON TOWNSHIP HIGH SCHOOL  202",8.14,69436,"FALSE","TRUE",376881.166666667
8190,"202","22","22085",205380,60440,"Unknown","W",6716,69,2,"1","1",4,2,1,3,"1",5,2,0,2,1,0,2,2,2,2,1,1,2,2,0,936,2,"1",1,3,1,1,"GLENVIEW","0-0",4378,0.780036546368205,0.00753768844221105,0.11717679305619,0.0703517587939698,0.0463682046596619,"29938","Glenview",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C 34","NORTHFIELD TOWNSHIP HIGH SCHOOL  225",7.164,83894,"FALSE","TRUE",291734.541550955
8191,"295","30","30070",226170,29610,"Unknown","T",2520,42,2,"3","1",9,5,3,1,"1",5,1,1,3,2,1,2,2,2,2,3,3,1,1,0,2454,2,"1",2,3,1,1,"PALOS PARK","60464",4709,0.854958589934169,0.033552771289021,0,0.0938628158844765,0.0339774899129327,"57407","Palos Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  118","CONSOLIDATED HIGH SCHOOL  230",8.945,83828,"FALSE","TRUE",282527.097637505
8192,"205","17","17220",236180,42500,"Unknown","T",5000,72,2,"2","1",6,3,1,1,"1",5,2,1,3,1,1,2,2,2,2,3,1,2,2,0,1538,2,"1",2,3,1,1,"EVANSTON","60202",4341,0.36258926514628,0.348767565077171,0.0177378484220226,0.253167472932504,0.0317899101589496,"24582","Evanston",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  65","EVANSTON TOWNSHIP HIGH SCHOOL  202",8.14,76910,"FALSE","TRUE",285239.415238095
8193,"211","71","71210",142100,40920,"Unknown","W",3720,98,2,"2","1",10,4,2,3,"1",5,2,0,3,2,0,2,2,2,2,1,1,2,2,0,2092,2,"2",2,3,1,1,"CHICAGO","60639",4963,0.00463429377392706,0.789038887769494,0,0.19605077574048,0.0102760427160991,"14000","Chicago",0,0,1,0,"Outside","Outside","LOVETT","STEINMETZ COLLEGE PREP HS",6.894,45479,"FALSE","TRUE",145947.386443769
8194,"202","71","71371",152560,59620,"Unknown","T",4770,66,2,"2","1",5,3,1,3,"1",5,1,0,3,1,0,2,2,2,2,2,1,2,2,0,974,2,"1",1,3,1,1,"CHICAGO","60634",4044,0.666666666666667,0.0185459940652819,0.0514342235410485,0.258160237388724,0.0103857566765579,"14000","Chicago",0,0,1,0,"Outside","Outside","DEVER","STEINMETZ COLLEGE PREP HS",6.894,63281,"FALSE","TRUE",255225.826511065
8195,"295","76","76011",300650,98320,"Unknown","W",855,26,2,"2","2",6,2,2,3,"1",5,1,1,3,1,0,2,2,2,2,3,2,1,1,0,1181,2,"1",3,3,1,1,"CHICAGO","60605",3475,0.448057553956835,0.306762589928058,0.196546762589928,0.0166906474820144,0.061294964028777,"14000","Chicago",0,0,6,0,"Outside","Outside","SOUTH LOOP","PHILLIPS HS",6.89,77578,"FALSE","TRUE",435107.885714286
8196,"204","28","28100",473410,70590,"Unknown","T",10861,4,2,"2","1",5,2,1,3,"1",5,1,1,3,2,0,2,2,2,2,5,2,1,2,0,2264,2,"1",1,3,1,1,"Unknown","Unknown",5713,0.876772273761596,0.00350078767722737,0.0869945737791003,0.0267810257307894,0.0119026781025731,"56640","Orland Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  135","CONSOLIDATED HIGH SCHOOL  230",9.413,98854,"FALSE","TRUE",500146.61015873
8197,"203","76","76030",139260,120380,"Unknown","W",2736,137,2,"1","1",5,3,1,3,"1",5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1260,2,"1",1,3,1,1,"CHICAGO","60616",2881,0.397431447414092,0.00347101700798333,0.388753904894134,0.202707393266227,0.0152724748351267,"14000","Chicago",0,0,1,0,"Outside","Outside","HEALY","TILDEN HS",6.89,80000,"FALSE","TRUE",304754.895895692
8198,"203","39","39122",191070,48260,"Unknown","O",7425,55,2,"2","1",5,3,1,1,"1",5,1,0,3,1,1,2,2,2,2,7,1,2,2,0,1183,2,"1",1,3,1,1,"OAK LAWN","60453",3069,0.613229064841968,0.0873248615184099,0.0407298794395569,0.210817855979146,0.0957966764418377,"54820","Oak Lawn",0,0,3,1,"Outside","Inside","SCHOOL DISTRICT  126","COMMUNITY HIGH SCHOOL  218",12.33,58569,"FALSE","TRUE",258995.893845918
8199,"211","70","70010",129360,51420,"Unknown","W",3025,127,2,"2","2",12,6,1,1,"1",5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2452,2,"2",2,3,1,1,"CHICAGO","60653",2918,0.025017135023989,0.888279643591501,0.00891021247429746,0.0445510623714873,0.0531185743660041,"14000","Chicago",0,0,1,0,"Outside","Inside","WOODSON","PHILLIPS HS",6.89,39602,"FALSE","TRUE",167741.252380952
8200,"204","10","10030",537730,109670,"Unknown","T",48743,37,2,"1","4",9,4,1,3,"1",5,1,2,1,3,1,1,2,1,2,5,1,1,2,0,3996,2,"1",5,1,1,1,"INVERNESS","60010",7280,0.727197802197802,0.00357142857142857,0.18543956043956,0.0748626373626374,0.0178571428571428,"37608","Inverness",0,0,1,0,"Outside","Outside","COMMUNITY UNIT SCHOOL DISTRICT 220","COMMUNITY UNIT SCHOOL DISTRICT 220",7.042,122931,"FALSE","TRUE",777673.62
8201,"203","77","77080",81980,56420,"Unknown","W",4340,78,2,"2","1",7,4,1,1,"1",5,2,0,1,2,0,2,2,2,2,3,1,2,2,0,1503,2,"1",5,1,1,1,"CHICAGO","60644",2976,0.0940860215053763,0.653897849462366,0.00940860215053763,0.231518817204301,0.0134408602150538,"14000","Chicago",0,0,6,1,"Outside","Inside","LELAND","MANLEY HS",6.89,33456,"FALSE","TRUE",163965.981292517
8202,"295","72","72052",185990,12320,"Unknown","W",1232,24,2,"2","1",5,2,2,3,"1",5,1,0,3,1,1,2,2,2,2,1,2,1,1,0,1575,2,"1",3,3,1,1,"CHICAGO","60609",1509,0.63220675944334,0,0.0291583830351226,0.271040424121935,0.115970841616965,"14000","Chicago",0,0,1,0,"Outside","Outside","GRAHAM","TILDEN HS",6.87331719128329,49250,"FALSE","TRUE",183744.014285714
8203,"204","72","72221",85590,24180,"Unknown","O",3720,102,2,"1","1",8,5,1,3,"1",5,2,0,1,2,0,2,2,2,2,7,1,2,2,0,1914,2,"1",5,1,1,1,"CHICAGO","60620",4741,0.000843703859945159,0.986078886310905,0.00780426070449272,0,0.00527314912465724,"14000","Chicago",0,0,6,1,"Outside","Outside","OGLESBY","HYDE PARK HS",6.87331719128329,31233,"FALSE","TRUE",64826.3333333333
8204,"278","73","73081",993590,210000,"Unknown","W",3750,14,2,"2","1",9,4,1,1,"1",5,1,0,3,3,1,2,2,2,2,3,2,2,2,0,3319,2,"1",2,3,1,1,"CHICAGO","60614",4272,0.661516853932584,0.105337078651685,0.0898876404494382,0.123361423220974,0.0397940074906367,"14000","Chicago",0,0,1,0,"Outside","Outside","PRESCOTT","LINCOLN PARK HS",6.89,120192,"FALSE","TRUE",1447121.46697723
8205,"205","34","34010",220060,56660,"Unknown","W",6476,73,2,"2","1",9,5,1,3,"1",5,1,0,3,2,0,2,2,2,2,1,2,1,2,138,1509,2,"1",2,3,1,1,"NORTH RIVERSIDE","60546",5025,0.615323383084577,0.0308457711442786,0.00656716417910447,0.322786069651741,0.048955223880597,"54144","North Riverside",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 94","RIVERSIDE BROOKFIELD HIGH SCHOOL 208",8.677,63383,"FALSE","TRUE",261609.464852608
8206,"203","71","71440",234610,54130,"AV","T",4331,62,2,"2","1",5,3,1,3,"1",5,1,0,3,1,0,2,2,2,2,4,1,2,2,0,1149,2,"1",1,3,1,1,"CHICAGO","60631",6186,0.801325573876495,0.00695118008406078,0.0512447462010992,0.101681215648238,0.0569026834788232,"14000","Chicago",1,0,1,0,"Outside","Outside","EDISON PARK","TAFT HS",6.88477238239757,83197,"FALSE","TRUE",297472.243375298
8207,"203","24","24031",199490,52000,"Unknown","W",6500,52,2,"2","1",5,3,1,3,"1",5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,1116,2,"1",1,3,1,1,"MORTON GROVE","60053",4578,0.59305373525557,0.0369156837046745,0.283311489733508,0.0591961555264308,0.0386631716906946,"50647","Morton Grove",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 67","COMMUNITY HIGH SCHOOL  219",8.959,83634,"FALSE","TRUE",288899.040090703
8208,"211","11","11070",200820,55470,"Unknown","O",5160,61,2,"2","1",10,4,1,3,"1",5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2039,2,"2",2,3,1,2,"BERWYN","60402",8292,0.257597684515195,0.0119392185238784,0.00410033767486734,0.713096960926194,0.0265315967197299,"5573","Berwyn",0,0,3,0,"Outside","Outside","SCHOOL DISTRICT  100","BERWYN CICERO STICKNEY HIGH SCHOOL 201",15.456,62167,"FALSE","TRUE",259525.333333333
8209,"203","71","71200",161790,46870,"Unknown","W",3750,96,2,"2","1",5,3,1,3,"1",5,2,0,2,1,0,2,2,2,2,2,1,2,2,0,1080,2,"1",5,1,1,1,"CHICAGO","60634",3720,0.288440860215054,0.0236559139784946,0.0354838709677419,0.638709677419355,0.0209677419354839,"14000","Chicago",0,0,1,0,"Outside","Outside","LOCKE, J","STEINMETZ COLLEGE PREP HS",6.894,58307,"FALSE","TRUE",235429.395555592
8210,"207","35","35012",210600,72630,"Unknown","T",11175,37,2,"1","1",9,3,3,3,"1",5,1,1,3,2,1,2,2,2,2,3,1,1,1,0,1694,2,"1",2,3,1,1,"SCHAUMBURG","60194",5336,0.60832083958021,0.0569715142428786,0.177848575712144,0.131746626686657,0.0438530734632684,"68003","Schaumburg",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C 54","PALATINE TOWNSHIP HIGH SCHOOL  211",9.17218965517241,95949,"FALSE","TRUE",300291.855299539
8211,"204","21","21132",260620,70000,"GD","W",20000,71,2,"1","1",8,3,4,3,"1",5,1,1,3,2,0,2,2,2,2,4,1,1,2,0,1820,2,"1",1,3,1,1,"COUNTRYSIDE","60525",7653,0.773030184241474,0.00849340128054357,0.0537044296354371,0.133542401672547,0.0588004704037632,"16873","Countryside",0,0,2,1,"Outside","Outside","SCHOOL DISTRICT 107","LYONS TOWNSHIP HIGH SCHOOL  204",6.862,106317,"FALSE","TRUE",371506.803200625
8212,"203","73","73011",197190,166320,"Unknown","W",4158,97,2,"2","1",6,3,1,3,"2",5,1,0,1,1,0,2,2,2,2,2,1,2,2,0,1244,2,"1",1,3,1,1,"CHICAGO","60659",5966,0.220750921890714,0.228964130070399,0.243881997988602,0.245222929936306,0.122360040227958,"14000","Chicago",0,0,1,0,"Outside","Inside","HAYT","SENN HS",6.89,49901,"FALSE","TRUE",363794.81877551
8213,"203","13","13130",145750,30960,"Unknown","T",7740,48,2,"1","1",6,3,3,1,"1",5,1,0,3,1,1,2,2,2,2,3,1,2,2,0,1265,2,"1",1,3,1,1,"OAK FOREST","60452",7647,0.83876029815614,0.0270694389956846,0.0268078985222963,0.0965084346802668,0.0217078592912253,"54638","Oak Forest",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  142","COMMUNITY HIGH SCHOOL  228",13.813,66024,"FALSE","TRUE",180552.151994616
8214,"202","22","22100",104170,83840,"Unknown","W",10480,72,2,"3","1",6,3,2,3,"1",5,2,1,3,1,1,2,2,2,2,1,1,1,2,0,960,2,"1",1,3,1,1,"PARK RIDGE","60068",6096,0.800688976377953,0.00688976377952755,0.120734908136483,0.0556102362204724,0.0321522309711286,"57875","Park Ridge",0,0,3,0,"Outside","Outside","SCHOOL DISTRICT C C  64","MAINE TOWNSHIP HIGH SCHOOL  207",8.938,103417,"FALSE","TRUE",232604.367965368
8215,"202","71","71430",142570,46500,"Unknown","T",3720,104,2,"1","1",8,4,1,3,"2",2,2,0,3,2,0,2,2,2,2,3,1,2,2,0,714,2,"1",1,3,1,1,"CHICAGO","60630",5720,0.643881118881119,0,0.0826923076923077,0.248251748251748,0.0458041958041958,"14000","Chicago",0,0,1,0,"Outside","Outside","PRUSSING","TAFT HS",6.894,81014,"FALSE","TRUE",194521.59
8216,"278","28","28045",549120,53510,"Unknown","T",10703,1,2,"3","1",9,4,1,3,"1",5,1,1,2,4,0,2,1,2,2,5,2,1,1,0,3733,2,"1",2,1,1,1,"TINLEY PARK","60487",9619,0.873583532591745,0.0106040128911529,0.04678240981391,0.0583220709013411,0.021415947603701,"75484","Tinley Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  140","CONSOLIDATED HIGH SCHOOL  230",11.122,97899,"FALSE","TRUE",668523.23
8217,"203","75","75040",201190,63430,"Unknown","T",4375,67,2,"3","1",5,3,3,1,"1",5,1,0,3,1,0,2,2,2,2,3,1,2,2,0,1192,2,"1",1,3,1,1,"CHICAGO","60645",5472,0.738852339181287,0.0369152046783626,0.109649122807018,0.0824195906432749,0.0542763157894737,"14000","Chicago",0,0,5,1,"Outside","Outside","WEST RIDGE","MATHER HS",6.85780373831776,54496,"FALSE","TRUE",284909.669256855
8218,"203","71","71022",208440,59920,"Unknown","W",3745,54,2,"2","1",5,3,1,3,"1",2,1,0,3,1,0,2,2,2,2,3,2,2,2,0,1176,2,"1",1,3,1,1,"CHICAGO","60646",6516,0.688766114180479,0.00751995089011663,0.165745856353591,0.118324125230203,0.0392879066912216,"14000","Chicago",0,0,1,0,"Outside","Inside","SAUGANASH","TAFT HS",6.90151661129568,123818,"FALSE","TRUE",310050.452380952
8219,"206","23","23110",969150,346500,"Unknown","W",15750,114,2,"1","1",11,6,1,3,"1",5,2,1,1,4,1,2,2,2,2,3,1,2,2,0,3846,2,"1",2,1,1,1,"KENILWORTH","60043",2405,0.906444906444906,0.00706860706860706,0.0532224532224532,0.0232848232848233,0.01995841995842,"39519","Kenilworth",0,0,1,0,"Outside","Outside","SCH DISTRICT 38","NEW TRIER TOWNSHIP HIGH SCHOOL  203",8.662,214875,"FALSE","TRUE",1480653.22857143
8220,"202","77","77150",234800,85320,"Unknown","W",2994,133,2,"1","1",4,2,1,3,"2",5,2,0,1,1,1,2,2,2,2,3,1,2,2,0,934,2,"1",5,1,1,1,"CHICAGO","60647",4392,0.342668488160291,0.00819672131147541,0.0334699453551913,0.576047358834244,0.0792349726775956,"14000","Chicago",0,0,6,0,"Outside","Outside","LOGANDALE","SCHURZ HS",6.915,64569,"FALSE","TRUE",371182.997402597
8221,"207","70","70010",314900,56950,"Unknown","W",3350,23,2,"3","1",5,3,1,3,"1",5,1,0,3,2,1,2,2,2,2,3,1,2,2,0,1627,2,"1",2,3,1,1,"CHICAGO","60653",3737,0.0388011774150388,0.865132459191865,0.025956649719026,0.0620818838640621,0.016055659620016,"14000","Chicago",0,0,1,0,"Outside","Outside","ROBINSON","PHILLIPS HS",6.88386464826358,30616,"FALSE","TRUE",377613.705714286
8222,"207","28","28043",245440,45000,"Unknown","W",9000,38,2,"3","1",6,3,4,3,"1",5,1,1,3,2,1,2,2,2,2,3,2,1,1,0,1821,2,"1",2,3,1,1,"TINLEY PARK","60477",6444,0.876784605834885,0.0245189323401614,0.0257603972687772,0.069056486654252,0.00775915580384854,"75484","Tinley Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  140","CONSOLIDATED HIGH SCHOOL  230",11.122,99038,"FALSE","TRUE",307146.67032967
8223,"203","72","72223",118280,46870,"Unknown","W",6250,95,2,"2","1",7,4,1,1,"1",5,1,0,2,3,0,2,2,2,2,3,1,2,2,0,1658,2,"1",5,1,1,1,"CHICAGO","60620",3012,0.0215803452855246,0.954847277556441,0.00863213811420982,0,0.0275564409030544,"14000","Chicago",0,0,1,0,"Outside","Outside","GRESHAM","HIRSCH HS",6.87331719128329,37628,"FALSE","TRUE",114043.430952381
8224,"205","17","17071",495080,127200,"Unknown","W",7950,102,2,"4","1",8,4,1,1,"1",5,1,1,1,2,0,2,2,2,2,4,1,2,2,0,2093,2,"1",2,3,1,1,"EVANSTON","60202",5007,0.782304773317356,0.0383463151587777,0.0718993409227082,0.0716996205312562,0.0714999001398043,"24582","Evanston",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  65","EVANSTON TOWNSHIP HIGH SCHOOL  202",8.035,90185,"FALSE","TRUE",723026.8
8225,"205","72","72030",123310,62000,"Unknown","W",6200,124,2,"1","1",6,4,2,3,"1",5,2,0,3,2,0,2,2,2,2,1,1,2,2,0,2086,2,"1",2,3,1,1,"CHICAGO","60629",4195,0.0796185935637664,0.0228843861740167,0,0.893921334922527,0.00715137067938021,"14000","Chicago",0,0,1,0,"Outside","Outside","EBERHART","HUBBARD HS",6.934,47321,"FALSE","TRUE",172469.844154995
8226,"211","77","77091",72160,48500,"Unknown","W",4128,113,2,"2","1",14,7,4,3,"1",2,2,0,1,5,0,2,2,2,2,7,1,2,2,0,2748,2,"2",2,1,1,1,"CHICAGO","60623",2203,0.0408533817521562,0.937358147980027,0.000453926463912846,0.0213345438039038,0,"14000","Chicago",0,0,1,0,"Outside","Outside","PENN","INFINITY HS",6.913,31083,"FALSE","TRUE",140571.619047619
8227,"203","71","71060",223110,82210,"Unknown","W",5670,100,2,"1","1",10,5,1,3,"2",5,2,0,1,2,1,2,2,2,2,3,1,2,2,0,1408,2,"1",5,1,1,1,"CHICAGO","60630",5390,0.582931354359926,0.00463821892393321,0.123933209647495,0.285343228200371,0.00630797773654916,"14000","Chicago",0,0,1,0,"Outside","Outside","BEAUBIEN","TAFT HS",6.894,86512,"FALSE","TRUE",363233.387272727
